CardID,Name,Set,Rarity,Price,Condition,Stock,Photo,Featured
SV11B119,Eelektross,SV11B Black Bolt,AR,5.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/EelektrossARSV11B119.jpg,N
M2083,Charcadet,M2 Inferno X,AR,2.5,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CharcadetARM2083.jpg,N
SV10107,Zamazenta,SV10 Glory of Team Rocket,AR,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ZamazentaARSV10107.jpg,N
S12A191,Absol,S12A VSTAR Universe,AR,5.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/AbsolARS12A191.jpg,N
SV10104,Team Rocket's Orbeetle,SV10 Glory of Team Rocket,AR,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TeamRocket'sOrbeetleARSV10104.jpg,N
S8B196,Gardevoir,S8B VMAX Climax,CHR,7,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GardevoirCHRS8B196.jpg,N
S8B196,Gardevoir,S8B VMAX Climax,CHR,5,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GardevoirCHRS8B196.jpg,N
SV1S084,Kirlia,SV1S Scarlet ex,AR,15,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/KirliaARSV1S084.jpg,Y
SV1S083,Ralts,SV1S Scarlet ex,AR,15,Near Mint,4,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RaltsARSV1S083.jpg,Y
SV10109,Team Rocket's Meowth,SV10 Glory of Team Rocket,AR,16,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TeamRocket'sMeowthARSV10109.jpg,Y
SV3A066,Minun,SV3A Raging Surf,AR,22,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MinunARSV3A066.jpg,Y
S11A070,Milotic,S11A Incandescent Arcana,CHR,8,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MiloticCHRS11A070.jpg,N
M2A204,Hop's Trevenant,M2A Mega Dream,AR,1.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Hop'sTrevenantARM2A204.jpg,N
M1L069,Marshadow,M1L Mega Brave,AR,5,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MarshadowARM1L069.jpg,N
SV3A076,Garchomp ex,SV3A Raging Surf,SR,7,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GarchompexSRSV3A076.jpg,N
SV2A182,Dragonair,SV2A Pokemon 151,AR,16,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DragonairARSV2A182.jpg,N
SV8112,Magneton,SV8 Super Electric Breaker,AR,8,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MagnetonARSV8112.jpg,N
BAS059,Arcanine,BAS Japanese Base Set,U,6,Moderately Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ArcanineUBAS059.jpg,Y
JUN053,Persian,JUN Japanese Jungle,U,4,Moderately Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PersianUJUN053.jpg,N
GYM2064,Sabrina's Kadabra,GYM2 Japanese Gym Challenge,U,4,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Sabrina'sKadabraUGYM2064.jpg,N
BAS004,Charmander,BAS Japanese Base Set,C,10,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CharmanderCBAS004.jpg,Y
BAS005,Charmeleon,BAS Japanese Base Set,U,5,Moderately Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CharmeleonUBAS005.jpg,Y
FOS126,Magmar,FOS Japanese Fossil,U,3,Moderately Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MagmarUFOS126.jpg,N
GYM1043A,Erika's Oddish,GYM1 Japanese Gym Heroes,C,3,Moderately Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Erika'sOddishCGYM1043A.jpg,N
JUN012,Butterfree,JUN Japanese Jungle,U,3,Moderately Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ButterfreeUJUN012.jpg,N
FOS074,Geodude,FOS Japanese Fossil,R,3,Moderately Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GeodudeRFOS074.jpg,N
BAS001,Bulbasaur,BAS Japanese Base Set,C,8,Moderately Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/BulbasaurCBAS001.jpg,Y
S12A179,Keldeo,S12A VSTAR Universe,AR,10,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/KeldeoARS12A179.jpg,N
S12A177,Lapras,S12A VSTAR Universe,AR,11,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/LaprasARS12A177.jpg,N
SV3115,Houndour,SV3 Ruler of the Black Flame,AR,4.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/HoundourARSV3115.jpg,N
S8B206,Houndoom,S8B VMAX Climax,CHR,3.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/HoundoomCHRS8B206.jpg,N
SV2A177,Machoke,SV2A Pokemon 151,AR,7.5,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MachokeARSV2A177.jpg,N
SV2A177,Machoke,SV2A Pokemon 151,AR,5.5,Lightly Played,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MachokeARSV2A177.jpg,N
SV7A067,Castform Sunny Form,SV7A Paradise Dragona,AR,4.5,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CastformSunnyFormARSV7A067.jpg,N
SV11B122,Musharna,SV11B Black Bolt,AR,6,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MusharnaARSV11B122.jpg,N
M5093,Silvally,M5 Abyss Eye,AR,3,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SilvallyARM5093.jpg,N
M5093,Silvally,M5 Abyss Eye,AR,2,Lightly Played,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SilvallyARM5093.jpg,N
SV6112,Tatsugiri,SV6 Mask of Change,AR,12,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TatsugiriARSV6112.jpg,N
SV1S085,Fidough,SV1S Scarlet ex,AR,14,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FidoughARSV1S085.jpg,N
M3089,Tyrunt,M3 Nullifying Zero,AR,4,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TyruntARM3089.jpg,N
SV4M089,Iron Valiant ex,SV4M Future Flash,SAR,25,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/IronValiantexSARSV4M089.jpg,Y
SV11W143,Zweilous,SV11W White Flare,AR,6.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ZweilousARSV11W143.jpg,N
SV2D079,Tyranitar,SV2D Clay Burst,AR,15,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TyranitarARSV2D079.jpg,N
SV3118,Pidgey,SV3 Ruler of the Black Flame,AR,6,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PidgeyARSV3118.jpg,N
SV5K097,Morty's Confidence,SV5K Wild Force,SAR,68,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Morty'sConfidenceSARSV5K097.jpg,Y
S12A174,Kricketune,S12A VSTAR Universe,AR,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/KricketuneARS12A174.jpg,N
S12A188,Galarian Zapdos,S12A VSTAR Universe,AR,4,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GalarianZapdosARS12A188.jpg,N
SV4K076,Morpeko,SV4K Ancient Roar,AR,14,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MorpekoARSV4K076.jpg,N
SV4K076,Morpeko,SV4K Ancient Roar,AR,10,Lightly Played,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MorpekoARSV4K076.jpg,N
M2A244,Fezandipiti ex,M2A Mega Dream,SAR,22,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FezandipitiexSARM2A244.jpg,Y
S8B189,Vaporeon,S8B VMAX Climax,CHR,20,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/VaporeonCHRS8B189.jpg,Y
S8B193,Jolteon,S8B VMAX Climax,CHR,18,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/JolteonCHRS8B193.jpg,Y
S8B188,Flareon,S8B VMAX Climax,CHR,19,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FlareonCHRS8B188.jpg,Y
SV4K073,Garganacl,SV4K Ancient Roar,AR,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GarganaclARSV4K073.jpg,N
M2084,Dewgong,M2 Inferno X,AR,3.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DewgongARM2084.jpg,N
SV1A076,Floragato,SV1A Triple Beat,AR,8,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FloragatoARSV1A076.jpg,N
SV2A181,Snorlax,SV2A Pokemon 151,AR,18,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SnorlaxARSV2A181.jpg,Y
SV2A181,Snorlax,SV2A Pokemon 151,AR,15,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SnorlaxARSV2A181.jpg,Y
SV11W106,Ducklett,SV11W White Flare,AR,13,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DucklettARSV11W106.jpg,N
SV11W106,Ducklett,SV11W White Flare,AR,10,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DucklettARSV11W106.jpg,N
SV11W096,Tepig,SV11W White Flare,AR,20,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TepigARSV11W096.jpg,Y
M1L067,Vulpix,M1L Mega Brave,AR,3.5,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/VulpixARM1L067.jpg,N
SV4K067,Crustle,SV4K Ancient Roar,AR,2,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CrustleARSV4K067.jpg,N
M1L066,Exeggutor,M1L Mega Brave,AR,3,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ExeggutorARM1L066.jpg,N
SV1V086,Drowzee,SV1V Violet ex,AR,21,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DrowzeeARSV1V086.jpg,Y
SV1V085,Pawmot,SV1V Violet ex,AR,4,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PawmotARSV1V085.jpg,N
M4116,Mega Dragalge ex,M4 Ninja Spinner,SAR,24,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MegaDragalgeexSARM4116.jpg,Y
SV1S087,Sandile,SV1S Scarlet ex,AR,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SandileARSV1S087.jpg,N
SV4K070,Veluza,SV4K Ancient Roar,AR,4,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/VeluzaARSV4K070.jpg,N
S8B186,Flapple,S8B VMAX Climax,CHR,4,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FlappleCHRS8B186.jpg,N
S8B208,Bronzong,S8B VMAX Climax,CHR,4,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/BronzongCHRS8B208.jpg,N
SV2D074,Raichu,SV2D Clay Burst,AR,24,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RaichuARSV2D074.jpg,Y
SV2D074,Raichu,SV2D Clay Burst,AR,18,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RaichuARSV2D074.jpg,Y
M4084,Chespin,M4 Ninja Spinner,AR,5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ChespinARM4084.jpg,N
SV2A174,Nidoking,SV2A Pokemon 151,AR,7,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/NidokingARSV2A174.jpg,N
VS019,Whitney's Miltank,VS VS Series,C,36,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Whitney'sMiltankCVS019.jpg,Y
P003,Rocket's Sneasel,P VS Series Promos,N.A.,20,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Rocket'sSneaselN.A.P003.jpg,Y
VS071,Blaine's Magcargo,VS VS Series,C,18,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Blaine'sMagcargoCVS071.jpg,N
VS022,Morty's Hypno,VS VS Series,C,13,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Morty'sHypnoCVS022.jpg,N
VS018,Whitney's Furret,VS VS Series,C,25,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Whitney'sFurretCVS018.jpg,Y
VS037,Chuck's Granbull,VS VS Series,C,14,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Chuck'sGranbullCVS037.jpg,N
VS045,Pryce's Delibird,VS VS Series,C,29,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Pryce'sDelibirdCVS045.jpg,N
VS068,Brock's Omastar,VS VS Series,C,18,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Brock'sOmastarCVS068.jpg,N
VS087,Karen's Rapidash,VS VS Series,C,16,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Karen'sRapidashCVS087.jpg,Y
VS078,Will's Girafarig,VS VS Series,C,11,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Will'sGirafarigCVS078.jpg,N
SV4A217,Charcadet,SV4A Shiny Treasure ex,S,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/CharcadetSSV4A217.jpg,N
SV4A218,Armarouge,SV4A Shiny Treasure ex,S,3,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ArmarougeSSV4A218.jpg,N
SV4A257,Xatu,SV4A Shiny Treasure ex,S,2,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/XatuSSV4A257.jpg,N
SV4A249,Pawmot,SV4A Shiny Treasure ex,S,2,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PawmotSSV4A249.jpg,N
SV4A248,Pawmo,SV4A Shiny Treasure ex,S,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PawmoSSV4A248.jpg,N
SV4A233,Frigibax,SV4A Shiny Treasure ex,S,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FrigibaxSSV4A233.jpg,N
SV4A234,Arctibax,SV4A Shiny Treasure ex,S,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ArctibaxSSV4A234.jpg,N
SV4A235,Baxcalibur,SV4A Shiny Treasure ex,S,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/BaxcaliburSSV4A235.jpg,N
SV4A272,Tinkatuff,SV4A Shiny Treasure ex,S,3,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TinkatuffSSV4A272.jpg,N
SV4A272,Tinkatuff,SV4A Shiny Treasure ex,S,2,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TinkatuffSSV4A272.jpg,N
SV4A308,Dodrio,SV4A Shiny Treasure ex,S,2,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DodrioSSV4A308.jpg,N
SV4A253,Abra,SV4A Shiny Treasure ex,S,4,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/AbraSSV4A253.jpg,N
SV4A267,Dachsbun,SV4A Shiny Treasure ex,S,4,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DachsbunSSV4A267.jpg,N
SV4A280,Riolu,SV4A Shiny Treasure ex,S,6,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RioluSSV4A280.jpg,N
SV4M070,Vanillish,SV4M Future Flash,AR,5.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/VanillishARSV4M070.jpg,N
SVP198,Eevee (Gym Promo),SVP Scarlet & Violet Promos,N.A.,9.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Eevee(GymPromo)N.A.SVP198.jpg,N
MP133,Pikachu (Gym Event Campaign Promo),MP Mega Promos,N.A.,19.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Pikachu(GymEventCampaignPromo)N.A.MP133.jpg,N
SVP291,Pikachu (Gym Event Campaign),SVP Scarlet & Violet Promos,N.A.,6.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Pikachu(GymEventCampaign)N.A.SVP291.jpg,N
M2A199,Psyduck,M2A Mega Dream,AR,22.9,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PsyduckARM2A199.jpg,N
S12A194,Altaria,S12A VSTAR Universe,AR,6.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/AltariaARS12A194.jpg,N
M1S075,Stufful,M1S Mega Symphonia,AR,3.9,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/StuffulARM1S075.jpg,N
SV3A067,Joltik,SV3A Raging Surf,AR,5.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/JoltikARSV3A067.jpg,N
S9A072,Mightyena,S9A Battle Region,CHR,3.9,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MightyenaCHRS9A072.jpg,N
SV4M071,Iron Bundle,SV4M Future Flash,AR,2.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/IronBundleARSV4M071.jpg,N
M5084,Goldeen,M5 Abyss Eye,AR,6.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GoldeenARM5084.jpg,N
SV11W121,Gothita,SV11W White Flare,AR,12.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GothitaARSV11W121.jpg,N
SV5M082,Lickitung,SV5M Cyber Judge,AR,9.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/LickitungARSV5M082.jpg,N
SV4K071,Scream Tail,SV4K Ancient Roar,AR,5.9,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/ScreamTailARSV4K071.jpg,N
M2A196,Budew,M2A Mega Dream,AR,2.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/BudewARM2A196.jpg,N
SV5K077,Relicanth,SV5K Wild Force,AR,3.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RelicanthARSV5K077.jpg,N
SV1A074,Tropius,SV1A Triple Beat,AR,3.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TropiusARSV1A074.jpg,N
S12A190,Galarian Moltres,S12A VSTAR Universe,AR,15.9,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GalarianMoltresARS12A190.jpg,N
S12A190,Galarian Moltres,S12A VSTAR Universe,AR,12.5,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GalarianMoltresARS12A190.jpg,N
M2085,Piplup,M2 Inferno X,AR,7.9,Near Mint,3,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PiplupARM2085.jpg,N
M2088,Flygon,M2 Inferno X,AR,2.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FlygonARM2088.jpg,N
SV2A180,Omanyte,SV2A Pokemon 151,AR,4.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/OmanyteARSV2A180.jpg,N
SV10106,Team Rocket's Murkrow,SV10 Glory of Team Rocket,AR,5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TeamRocket'sMurkrowARSV10106.jpg,N
M5082,Fomantis,M5 Abyss Eye,AR,4,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FomantisARM5082.jpg,N
SV3A072,Ferrothorn,SV3A Raging Surf,AR,2,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/FerrothornARSV3A072.jpg,N
M1S074,Delibird,M1S Mega Symphonia,AR,2.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DelibirdARM1S074.jpg,N
M3082,Rowlet,M3 Nullifying Zero,AR,4.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/RowletARM3082.jpg,N
M2A211,Dreepy,M2A Mega Dream,AR,2.5,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DreepyARM2A211.jpg,N
S12A193,Magnezone,S12A VSTAR Universe,AR,2.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/MagnezoneARS12A193.jpg,N
S12A200,Bibarel,S12A VSTAR Universe,AR,2.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/BibarelARS12A200.jpg,N
SV1S089,Kingambit,SV1S Scarlet ex,AR,5.9,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/KingambitARSV1S089.jpg,N
M4095,Watchog,M4 Ninja Spinner,AR,2.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/WatchogARM4095.jpg,N
SV11W133,Terrakion,SV11W White Flare,AR,5.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TerrakionARSV11W133.jpg,N
SV1S082,Dondozo,SV1S Scarlet ex,AR,6.9,Near Mint,2,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/DondozoARSV1S082.jpg,N
S8B258,Galar Friends,S8B VMAX Climax,SR,19.9,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/GalarFriendsSRS8B258.jpg,N
SV8A197,Eri,SV8A Terastal Festival,SR,2.5,Lightly Played,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/EriSRSV8A197.jpg,N
S8A029,Professor's Research (Oak),S8A 25th Anniversary Collection,SR,2.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Professor'sResearch(Oak)SRS8A029.jpg,N
S8B256,Allister,S8B VMAX Climax,SR,4.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/AllisterSRS8B256.jpg,N
M4108,AZ's Tranquility,M4 Ninja Spinner,SR,3.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/AZ'sTranquilitySRM4108.jpg,N
SMP2010,Psyduck,SMP2 Detective Pikachu,C,7.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/PsyduckCSMP2010.jpg,N
SMP2002,Bulbasaur,SMP2 Detective Pikachu,C,4.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/BulbasaurCSMP2002.jpg,N
SMP2021,Snubbull,SMP2 Detective Pikachu,C,2.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/SnubbullCSMP2021.jpg,N
SVP004,Dondozo (Reverse) (Promo),SVP Scarlet & Violet Promos,N.A.,1.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Dondozo(Reverse)(Promo)N.A.SVP004.jpg,N
SVP007,Koraidon (Reverse),SVP Scarlet & Violet Promos,N.A.,1.5,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Koraidon(Reverse)N.A.SVP007.jpg,N
SM1+033,Passimian (Reverse),SM1+ Enhanced Expansion Pack,N.A.,0.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/Passimian(Reverse)N.A.SM1+033.jpg,N
SV3122,Tyranitar ex,SV3 Ruler of the Black Flame,SR,5.9,Near Mint,1,https://raw.githubusercontent.com/fallacycardshop/Fallacy-Mini-Store/main/images/TyranitarexSRSV3122.jpg,N
